name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;76;0;99;3049;955;3049;955;0
header;115;131;115;163;1746;163;1746;131
A;628;89;628;91;630;91;630;89
A;77;124;77;127;77;127;77;124
A;919;199;919;226;942;226;942;199
B;918;875;918;902;939;902;939;875
A;720;1305;720;1311;725;1311;725;1305
C;917;1547;917;1577;939;1577;939;1547
D;922;2222;922;2248;943;2248;943;2222
A;153;2400;153;2415;161;2415;161;2400
C;506;2401;506;2427;531;2427;531;2401
A;390;2402;390;2416;399;2416;399;2402
A;750;2419;750;2426;757;2426;757;2419
D;667;2582;667;2593;674;2593;674;2582
